reviewid,username,userimage,content,score,thumbsupcount,reviewcreatedversion,at,replycontent,repliedat
gp:AOqpTOEiyXN-c9b12J0rLafe4OjuDwMbrzOXRSVacpNh2rHdjLhINx-LuWmJ32fN16beC5BzlGIP3ywRnxtJMJQ,Douglas Crane,https://play-lh.googleusercontent.com/a/AATXAJwSqxmFR9JiPzHyvfvGSxn2sPzrjIf4LDb1OLTK=mo,This app sucks. Doesn't give all your points and takes alot of work. Gift cards start at $50. Never gonna et there.,1,1,nan,2021-08-19,nan,NaT
gp:AOqpTOHnWKBvNNhikI8IMBHbHtJKLmkrUulq3mrZ_R9RyIif1GysS9jWeZ-49f4qL4-EO9QQC7VcQTKBdtzkbWo,K I,https://play-lh.googleusercontent.com/a/AATXAJx05d7Ux0EeoJnXg09rAHbf1VYzc5wdd_T0bBIk=mo,"Decent app, super easy to use, be careful selecting your core 5, you can NEVER change them. I picked a grocery chain but now its irrelevant for me since moving. You also have to buy most things through the app to get the points which can be difficult.",3,0,1.27.0,2019-02-12,Thanks for letting us know! I'm sorry to hear that you haven't been able to find offers that fit your lifestyle! We will give this feedback to the team.,2019-02-15 15:15:07
gp:AOqpTOHqIIpCA_tjbPWv0SKcYUABEzfbXA_3_oleC9641-PxfQmEGQKIriAMzXjuPy4PJI4Zv-QVhPjf7cpnO8c,Tenley Hough,https://play-lh.googleusercontent.com/a-/AOh14GgQ2zj9ckvNM-lboJRVLT1xxGGgX0-2ASKYq_msEug,"I used to use this app frequently to earn cashback on other purchases I made with my card, not through the app and it was great. However now it's forcing me to make a purchase in the app in order to redeem points that I've already earned",2,3,1.45.0,2019-12-02,"Hey Tenley, we’re really sorry to hear you’re having a bad experience with us. We know it can be really frustrating when things change in the app. For a little more context on this we made an FAQ series that you can check out here: https://support.joindrop.com/hc/en-us/categories/202567547-FAQ
Hope you have a great day!",2019-12-03 13:44:12
gp:AOqpTOHpABp2HS6gw53x6jtmEd_IOlpSZ-tveL435GwQDJgAfDFm1H9N5cwzakQCO3Jcr_mvoHUnRegejeGGsrI,Leticia Ruvalcaba-Arballo,https://play-lh.googleusercontent.com/a-/AOh14GixPpmDdyKM4CIBnLs2k9vuwRRWv239iSBuKCJG,"I was having some issues with this app, I reached out to Drop c.s.r. which were really nice in answering right back got some of my points that was to receive. Honey, stood out because she actually gave me suggestions that nobody else had, and that solved the problem for the time being, I say this cuz prior to this my points do not get posted for all my purchases or games. So maybe this tip she gave me, will also help them to see that and track it. Thanks Honey for going above and beyond!",5,2,1.71.0,2021-01-25,Hey there Leticia - we're so happy to hear that you had a great experience with one of our lovely CS agents. :) Thanks for being a Drop member & happy earning!,2021-02-01 10:01:47
gp:AOqpTOECm6mBVzTOtEkL7iXQnAuUPQT8-nEDbxbOr3riyij_7vDNaBc5BG7_BKf7hyGvCrTQDRNStuJrkW3QDp0,Leigh Sheridan,https://play-lh.googleusercontent.com/a-/AOh14GhEJmLim9FKt6x8o8pUf5RS2YHxik2Uf2oniXIj2g,Used to work well but at this point it regularly skips giving you the points for the offers you completed entirely. I can't say I feel comfortable linking my bank account information to something that has such poor oversight of your data.,1,0,1.13.0,2018-10-21,"Hi there!  We anonymized your data and never store it in our systems to make sure that your information remains protected & secured! We've introduced 2-factor authentication to add another degree of security, making sure that only you have access to your account on your mobile device. Let me know if you have more questions.",2018-10-22 15:19:50
gp:AOqpTOFKU6GPTmyxSFrgAZT_h8jd-cexVIe5amclC7RPZ-AfHdK3ZITj40v7J2ybsmle0zLeZewV0RHiAOD9ItM,Adam Sternfeld,https://play-lh.googleusercontent.com/a/AATXAJy828Q__m3LA6BnFqHhlqm7GVRumumUmtIrkA4=mo,"Target Redcard does not work with this app for in store purchases. No reply to a help ticket asking about this. Also, even if it worked, the effective cash back rate for Target is 0.2%, which is the lowest cash back rate I've ever seen.",1,1,1.27.0,2019-05-09,"Hey there, that doesn't sound right! Could you please submit a support ticket through the app? We'd love to help you get your card relinked to Drop! We're also committed to helping users find value in our platform so if there are any brands you'd like to see on Drop, please give us a shout! :)",2019-05-10 17:04:20
gp:AOqpTOFhMipPo5leCBheSgOAupm-dI89zsF22CVo3oWyXQTuLoI8jQDQTSUFCB_OI7YU2QV0CEtxRfi8srBSv9g,James Bruns,https://play-lh.googleusercontent.com/a/AATXAJxgmWuBhfsnYSfAYsVx8dxtLtpK44Z5NN9tNjkW=mo,"Added a new linked card and now no purchases are being accepted. Submitted multiple tickets to support and nothing, just crickets. I can't even cash out my balance because they increased the minimum to cash out. Ridiculous.",1,4,1.40.0,2019-10-03,"Hey James, 

Thanks for letting us know! We encourage you to submit a support ticket in-app or alternatively send an email to support@joindrop.com with the subject line ""Play Store Help"" and we would be more than happy to help! 

We look forward to hearing from you!",2019-10-04 09:44:34
gp:AOqpTOGIxaECLm-15kbHYcXdEnE1LPhQzrUPEinjP2qTeis4Wp6rRjjkRa79rvfjSVbd_DtosfE40Dem03F5DuM,Luxe Simply,https://play-lh.googleusercontent.com/a-/AOh14Gjcyo62tDDpchci19VPs1Ddxw-nDNEVRaRxugIK_9Y,"Promises points but they just show pending, no customer service to call and issues not responded to. Over $300 spent with Splendid Spoon, followed every single process listed. Definately do not recommend TRIED AGAIN - points remain in app for months without becoming available. 100k points I am waiting to use",1,2,1.66.0,2020-11-11,"Hey there, so sorry to hear about this! We'd love it if you'd take a moment to submit a missing points support ticket by going to your profile (top left), scrolling down to ""get help,"" and proceeding through there. Be sure to reference this review to help our CS team get the full picture! Thanks, and looking forward to helping you out! :)",2020-11-19 15:48:56
gp:AOqpTOGhCkTHuYt22fR84mmNnRlFuiFcjrX6ktthexC-zSChdIJ9B5x9BLihO6aD8VIbynyBO7c1_5y0Ik8imH4,Johnny Becker,https://play-lh.googleusercontent.com/a-/AOh14GiBF4o0asMl-rD4bRnYytVbz2jXIkZoQLneYmzhlQ,"Recently sponsored a YouTube video and sounded good... until I couldn't get past the sign up screen. Will not even tell me what the problem is. I'll just keep trying for a few days, maybe the server is down.",3,0,1.77.0,2021-04-16,nan,NaT
gp:AOqpTOG2A1iQ1jb8x1w9SKBXO71o6fhfmFZjkPqlqLnILySjEJ--cdirYy1RN0U3Xo97vRtnB-qQ_8cVS4CspCM,Crystal Kopp,https://play-lh.googleusercontent.com/a/AATXAJzlvmDCvUJqc5NQWVSMudlQ_D_Jf4zPALPttJrb=mo,"I loved Drop until I run into problems. Drop support was good and fixed the first problem, but now my redeemed rewards won't load! When I close the app and restart, my points are still there, as if I never redeemed the points!",2,1,nan,2019-07-21,"Hey Crystal, thanks for taking the time to share this and we're sorry the improvements we've been making to Drop have impacted your ability to redeem your points easily. Our team would love to help you with this redemption - please submit a ticket in-app so we can support you with this. Thank you!",2019-07-23 16:24:02
gp:AOqpTOHfPKQBWiCRWuvnHtIpgDVWcnb3Y6lZ9-3YJDKRXDuUz0d_2q2N7j29CIjla9-wvIvevJRyQovYIrSoVjk,Timothy Choe,https://play-lh.googleusercontent.com/a-/AOh14GjxeXnmvqygBOsRzBknDSN3-Zb40Li_DEJEkz9QCw,Drop took away a bunch of my points claiming that they made a mistake in displaying the correct offer reward points. I didn't agree but they pretty much just bulldoze you in the customer service response. What's the point of doing all the work to use offers if Drop can just decide to take them away whenever they want?,1,1,1.38.0,2019-08-12,nan,NaT
gp:AOqpTOH0uZvO22Mt6YvRd5iEQrcpcK8CYiHr2XCTJeV3GUJT_8G7jzJ44TAAtiotHCt66JpkV9Lh97ulLW08FNc,A W,https://play-lh.googleusercontent.com/a/AATXAJz6aFh0BkxUTyiEJl-qVk_UQD9i4wgLb_u6PB7acw=mo,I love this app! I've earned so much extra money just by shopping the way I normally do. Also customer support is amazing and they do everything in their power to work with you and resolve issues.,5,1,1.51.0,2020-02-21,"Thanks so much Aaram, that’s amazing to hear! So glad you’re part of the Drop community :)",2020-02-26 14:49:43
gp:AOqpTOFZw7jZkrSN4c4AqWbrZIhzPW9FLp334rd1dCmv-jB1upMYB8zz7T2G-yIG__aVR3SSXjtDrzagirovrqE,D'Aun Flesher,https://play-lh.googleusercontent.com/a-/AOh14GiKg6YD3ijSrTb3cPRVydXgcLLvwzLrSBZy_mP13Q,"I love this app! I've gotten over $100 in free Amazon gift cards so far (they have others, but we all know that I'm just going to spend my money on Amazon anyway so I just skip the middle man there)",5,4,1.75.0,2021-03-25,nan,NaT
gp:AOqpTOGk69XQCoc7GiKub501CY03KtwmjlI3ricEbyKnJCqJQREWMV2WqQDhIWVLPyeaQnKGkbIEuKPFLsXqjjg,Sarah Brown,https://play-lh.googleusercontent.com/a-/AOh14GjcZWNUw8y7Z6wUQxWDS3k3dsbmxoSm5w8xETVnug,"Have been using this app since 2017. Use to be a great app, with being able to earn points from everyday purchases, but now have to shop through the app. UX with app has declined too. Super bummed.",1,1,1.62.0,2020-08-28,nan,NaT
gp:AOqpTOHqV8XZuc11MSDfdtbf15vHZpxDyo6fe3l6NJhWfA6ouKh5-627OhxeVfJlFfQyQ6KgVeX1NDqKqVHhIKk,Jer Barton,https://play-lh.googleusercontent.com/a-/AOh14Gjqf884mMWBkx1-s9tBFC7p9NdqVMrKDW39yyLpYw,"couldn't really try it out. i installed, signed in, linked my card. app crashed. reopened app, it took me to the link card page, told me I'd already linked that card and.... nothing else happens. stuck on that screen. uninstalled, tried again, same....",1,0,1.26.0,2018-10-08,"Hi there! We'd love to look into this with you so that we can find out together what we need to do to get you back on track! Please email support@earnwithdrop.com, so that we can investigate this together!",2018-10-12 10:48:24
gp:AOqpTOHqbU2bxmOgdF90n_1r23wVsLrBM9wUtlus7IYM2WpyqGjPeLSuPyjNKFrJnCsHT2HWHHQeoywJn3Enw74,Hilda E Calderon,https://play-lh.googleusercontent.com/a-/AOh14GjrpJbZaTvnhZO0qQ5VvHfJuyg4ATh8LQcgxQ_2JmQ,When I first got the app it worked great. Now the app won't open. If it opens I can't sign in. So disappointed!!! Edit: Still can't login to the app. It just doesn't work.,1,2,1.66.0,2020-12-02,"Hey there Hilda! We know it’s frustrating when things don’t work as they should. We’ll be happy to take a closer look at this one if you would like to reach out to us. Send us a message at support@joindrop.com, and be sure to reference this review. Looking forward to hearing from you! :)",2020-12-07 16:38:46
gp:AOqpTOGmeX5vS50XM5aNvZzgaRh_ao9alQ8HudPSgA4X-95Nf8oxWJu3RQEeeRDFA9z8-kSa4kFMym4PtKKUZug,Eden Herndon,https://play-lh.googleusercontent.com/a-/AOh14Ghx1pfYyYdKOzxx-iT5ZzL9IMZFvoB4vY2Z5pfel-M,"No longer works. Worked alright for the first month as far as recognizing purchases, but then after that it just stopped altogether. And I purposedully was using the affiliated brands for the points. Uninstalled now for wasting my time.",1,0,nan,2020-05-23,"Hey Eden, we’re really sorry to hear you’re having a bad experience with us. If you would like to send us a message, including this username or a reference to this review, at support@joindrop.com we would love to hear more about this!",2020-05-25 15:46:20
gp:AOqpTOEvgmZsJ1A0HtAuPvqocRLCMJIz68hZ5AS7_MAlfxnQF9XFcifW_bUWdUXR416OIxUCmVqUFiOwi7T4IBw,Jason Koornneef,https://play-lh.googleusercontent.com/a/AATXAJxboWVaLC0yWbogJDu6hysNHaN8jr1gr-geTkfY=mo,Only why I tried to redeem for $10 gift card (and discovered that many of them went to $20) was I informed that suddenly the minimum was $30 redemption unless a purchase is made. I have deleted the app as this is classic bait and switch. I was ok with the fact that you data mine accounts that's linked since the rewards were easy to access. Not anymore. Youll lose a lot of customers from this. You aren't the first points program to get shady with redemption and they always fizzle out once they do,1,3,nan,2019-08-31,nan,NaT
gp:AOqpTOGgeLDMnMjzW_G_gvtLyqfwmUi87SrFHPh8tbSHmJHBf_-afiprtYBl5kM8LWRFSRNtcKMWrlArKmD3TA4,Keena Westbrook,https://play-lh.googleusercontent.com/a-/AOh14GjzKvBxdxxwaSFcLkOg4dPSn5yck55AjLO4IwgjSw,It would be great if point verification was faster. I'm still waiting on verification from a purchase I made in September. I wouldn't recommend this app. Gratification takes too long.,2,1,1.71.0,2021-02-01,"Hey there Keena, so sorry to hear about this! We'd love it if you'd take a moment to submit a missing points support ticket by going to your profile (top left), scrolling down to ""get help,"" and proceeding through there. Be sure to reference this review to help our CS team get the full picture! Thanks, and looking forward to helping you out! :)",2021-02-01 09:58:41
gp:AOqpTOHDcV4ICCHYUl0LIjo3tFX2eMD8O1pSMbVSdBqQO_EgOfxWRTnD1zRgif6NvimUoR5FKF1CjndinYM-H3U,Cin Rocha,https://play-lh.googleusercontent.com/a-/AOh14GjSSsIMVmvOCe5GggHw0llTaxCwQ_SMJZrFlljEEws,"It takes forever to load sometimes not at, tells me to check my connection when I can open up any other app in my phone just fine. Haven't worked well for me will be uninstalled.",1,0,1.64.0,2020-10-03,"Hey Cyn, we'd love some more info on this if you have a moment. Could you please send us an email to support@joindrop.com? Please reference this review, that will help us make sure we have all the information to get started on investigating this. Hopefully, we can straighten everything out!",2020-10-27 16:36:59
gp:AOqpTOEfpDaY0lLn7umnx_OkBNtJIeX7AdpnWVK22ZOZuLiuBrjU_s9VRx_eUDVPS9LnMm-_NNxJFdyQFIFe8Sg,Shanti Heller,https://play-lh.googleusercontent.com/a/AATXAJzn4ycczAj5JDp4-uH6P7qp87yRwCWoAYbHrQ82=mo,Love this app! Wish it had more or some different rewards choices but over good variety. Also wish it was quicker to identify points earned when purchases are completed but great opportunity to get something back for spending when you're Ballin on a budget,4,1,1.66.0,2020-11-12,"Hey Shanti, thanks so much for the great review and the honest feedback! We are currently expanding our redemption options, so keep your eye on that tab as you may see some changes coming soon! :) If there is any way we could make it a 5-star experience we would love to hear about it at support@joindrop.com. Thanks!",2020-11-19 15:48:11
gp:AOqpTOGdRb_iZfJpGgrq4Z7ai8dKqoc9a3iBLX4m7JqWeLWLR9MBeXTerBCBWBTatD3tW7Dqhc_RGOgpXEeE4pc,Vanessa H,https://play-lh.googleusercontent.com/a/AATXAJyE6yn3Xn6s8g_cSDIQ23hu41EfnJcy1VCuhvNJ=mo,"Really frustrating to use, have android 8.1 on my phone... Half the time the app won't even load and when it DOES it often fails to load inside the app or gets frozen inside an offer. Joined and was excited to use this app but cannot even successfully complete ONE OFFER over several HOURS.",1,14,1.68.0,2020-12-09,"Hey there! We know it’s frustrating when things don’t work as they should. We’ll be happy to take a closer look at this one if you would like to reach out to us through your profile (top left), scroll down to ""get help,"" and proceed through there. Be sure to reference this review to help us keep track. Looking forward to hearing from you! :)",2020-12-10 15:40:14
gp:AOqpTOGuCF4YKLzgMpjvx5MXbwkojSfYSaX7aT0jGVfzlPskwF8Nvfl7-DluI3Fny48b3bHKJ_oNUtUtliYdu2A,Samantha McKenna,https://play-lh.googleusercontent.com/a-/AOh14GgZeDq09ZN92oPKyAnZcFUEcHW0HIrxN9cIi3s1Auk,love this app but I keep getting a white screen everytime i try to switch to the points tab or any other tab in the app. so maybe your developer team could release an update? since its been 5 months since the last update.,3,1,1.27.0,2019-03-10,nan,NaT
gp:AOqpTOENIPKECJLSkuT7dMoRmNpZWfvIC93a3bTtbUUX9341K8bpDAFsyJwdm5p3lQTsaDzEjR13rB3m_5630R8,AA A,https://play-lh.googleusercontent.com/a/AATXAJzhDwMdSJoYy9M4puM-T62ndiwFtU7wpQWPsgHg0Fg=mo,"Not great. Used to be easy and enjoyable. I don't like linking my card to third party apps. My information has been breached 32 times, and I don't want to risk it but they make it almost impossible to use the app without risking personal info.",1,0,1.22.0,2021-04-17,nan,NaT
gp:AOqpTOFuAysllXvs7PhJGiE-dzDmLIy_B-i9GCT5t8NhSBS1LShWzlc7BFXli6_AMSjfP6GD1d_S30Oh9_86B5I,Stephanie Oc,https://play-lh.googleusercontent.com/a/AATXAJz0OeYcfSFhX7OuVR-AMxYdZgdIc7fDSqmeUpB9=mo,"Love this App. It's so easy to use. No scanning receipts/items, you get points without having to open the app everytime you want to use. Literally download, set it up, shop and earn points.",5,10,1.32.0,2019-05-15,"Thanks for the rave review Stephanie, we really appreciate all the love! Invite your friends for even MORE points! ;)",2019-05-16 17:37:48
gp:AOqpTOHlvSgFqWQcqghVvXuA0kNzAHafZd6HuOB6IwqsckV-A1zb7exmkFH2YNM5tju9JR00TtcA1xVKNcHX6wI,Navjot Ashat,https://play-lh.googleusercontent.com/a/AATXAJyZRJY9XhnDfmcCdsPdXd6QRxatyckTiD5D2cue=mo,"The concept for this app is good, however you dont always receive points for your purchases which is annoying. I'm still waiting on points from many of my purchases.",3,0,1.27.0,2018-10-29,nan,NaT
gp:AOqpTOGpmrp4g_b71-jGeaJo2Y_GknEL07zFhn6Gy3Ml-Vgmu4PaIGJs5-YzWQSR6WTzTolypEEa19kSiQA2yY0,Sean Wi,https://play-lh.googleusercontent.com/a-/AOh14GgpOm7XW9LMqJ03xWhmYeUG_90xSGBD8oGGELhPLg,Worked well for a while then my card stopped syncing. They said it was a problem with their sync provider and id get back credit shortly. Over a year later its still not fixed and I got no credit for past use.,1,1,1.62.0,2020-08-28,nan,NaT
gp:AOqpTOGRbIUZ38OOzYRSDMvS2TexE94L7O6TRqV54gN9azrAmLkMZPUAJSO6VZaEqpBvbrDG_F2tJoi9o-4GCZc,Brian Mars,https://play-lh.googleusercontent.com/a-/AOh14Gg_H5qoLlOHlbpUwJihRe0In3rEEbMDwKoUmAy7bg,Pretty sweet booster loot,5,0,1.82.0,2021-09-01,nan,NaT
gp:AOqpTOGkGIYyIGj-1pFovuZvel8-9eGxjN85q0XaD-eOUYR4bxiYr0fUeDSBBF-iwzaV-tLI6-VFNdg-7l2OfXU,Lazar I,https://play-lh.googleusercontent.com/a/AATXAJxIPc5Xfnt3gEocHj9VVfdxWE6HVlIEBDpkk4R8=mo,"YOU WILL NEVER GET ANY POINTS OR REWARDS FOR SIGNING UP FOR OFFERS THROUGH THEIR LINKS. WHEN YOU CONTACT SUPPORT ABOUT MISSING POINTS, THEY WILL GIVE EXCUSES SUCH AS ""THE MERCHANT COULD NOT VERIFY YOU SIGNED UP THROUGH DROP"" OR ""YOU MAY HAVE MISSED A STEP IN THE INSTRUCTIONS"". LIKE WE'RE ALL IDIOTS AND CANNOT FOLLOW SIMPLE CLICK THE LINK INSTRUCTION. PATHETIC LIERS AND THIEVES! DON'T WASTE YOUR TIME. AVOID!",1,7,1.27.0,2019-01-25,nan,NaT
gp:AOqpTOHkZqBkXQ3dPgj8ZyG-BrBl_dlCo9Z8u9fw8KwLXEg3aF2DrnmNPw7kdExU0jbkxnkb0ZPz-ODoQ3eXY68,Natalie Davis,https://play-lh.googleusercontent.com/a/AATXAJwBkLgH-vCr74Nfc4l-MXzkqMXAjYLjNbGzJrp4=mo,"I've been trying go download this for over an hour. Every new section, freezes, locks up and have to start over. Pain in the ass. I will try one more time, then F it.",1,0,1.27.0,2018-11-13,nan,NaT
gp:AOqpTOH18k0ZvaS6kBwmEKk9FfQ3PC4J-P2k0QxNNvy_YUVEqA-nM8krf0EUTf5_cZ3P3YsnywhPqt_5cj_teOo,John Egana,https://play-lh.googleusercontent.com/a-/AOh14GjYlJUcLrjb_YEoyqgET4NkMx6KoCrst2nN40gxMA,"Eversince December 2020 I was waiting for my new points to show up. Its already March 2021 and none of them did. I tried to relink my card to get a reward for my points so far, and the app is not letting me! Submitted tickets a LOT of times no customer service! Horrible app! I want my rewards!!!",1,0,1.27.0,2021-03-05,"Hey there, we're very sorry for the experience you've had. Let's make this right. Could you please send us an email to support@joindrop.com? Please reference this review, that will help us make sure we have all the information to get started on investigating this. Hopefully, we can straighten everything out!",2021-03-09 15:32:11
gp:AOqpTOGFEaO_HtfrKGGGfikgbtXRYdqr3a4XSMWrBHo7sr-KgpRvXm-D7rUmvPw2_CRFSoV1w0qoOV6NSURz26o,Imagine Juli,https://play-lh.googleusercontent.com/a-/AOh14GjkiPlbPGQ_b1exHb2W1WDe2eyfqBMwRQOb6XBDzA,its ok until it loggs you out. plenty times Ive made big purchases that I shouldve gotten a boat load of points for like a big old navy or sephora purchase but low and behold the app logged me out so my linked card dont get points. racking up enough points thats worth a damn is a pain in my arse x 3,3,2,1.34.0,2019-06-15,nan,NaT
gp:AOqpTOE0w2Dlxs7fbpFT52DMhyikVs6fHsK950mpAY7Y65WKFyjt9eyu7u3GgENn2JYYRSG3TX9XbRIVpDwNLVQ,Michael,https://play-lh.googleusercontent.com/a/AATXAJx23ztTIeb7cphPRLPfPuup9h6okjqi7b19Qkac=mo,"needs to support more cards and banks. no Chime, no paypal. they have bancorp but chime login didn't work. I had hoped that enough time had passed to fix this. But no, still doesn't support my bank.",2,1,1.47.0,2019-12-15,"Thanks for dropping us a line! While we try (and want!) to support all financial institutions, our providers haven't partnered with your preferred bank yet! We are unable to support some institutions due to the amount of issues our members experience in card linking, and it means the world to us for you to have the most seamless experience!",2019-02-15 10:55:36
gp:AOqpTOHtpP1FdehlnRhNBvwXNkptRAR-DrwvBRZzwgjwFj5zBcNb-R_WB8c-soikoGUSBJKg-IjRaS5XCb287YA,Davis Thomas,https://play-lh.googleusercontent.com/a/AATXAJycl-9Xdcry4dxFegJp5H0eNYz2rMH5Flh1p22BzA=mo,Update: speed greatly improved but deals still not tracking. Original: super laggy and doesn't track offers. Wouldn't pay for anything on here because I'd never get any money back. Use another company,1,0,1.61.1,2020-07-23,"UPDATE: Hey there, thanks for your patience! Our engineers just rolled out a fix which addresses app performance, slowness, and lag. Please update your Drop app to the latest version and reach out to support@joindrop.com if these issues persist. We’d love if you’d update your review to better reflect the current app version! :)",2020-07-14 15:18:25
gp:AOqpTOGCOiltfkTxTrxXJz35fZyKC3exXaRQxzMHJmL8scmRdD66dD1LB7TFnKz-57uy-zfZ-1qQjZPP8K7TXN0,Miranda L,https://play-lh.googleusercontent.com/a-/AOh14Gj8hY4uplURAq9WOiOEqB5dfpEFMPH1cx54ewJi,"Used to be good, kind of sucks now. Took away those 5 stores you chose to always get some points on, etc. Harder to earn points overall. I'll keep my eye on updates but I think it's time to bail.",2,0,nan,2020-09-28,"Hey Miranda! We’re excited to introduce Flash Deals, the takeover of Power Offers, designed to feature brands we know you’re going to love. Similar to Power Offers, you’ll shop with a linked card. For more info, please submit an in-app support ticket (profile at the top left of the app, then ""get help"") and reference your review. Thank you!",2020-10-29 15:27:39
gp:AOqpTOG9_Y7P2-n9Waa8taR1888KDI_BToPuo1QntbAZiQyBd_6Gr2LEUVmHeOcCaVHjceuZjWvMLHynNHhlH7o,Alexander Zarazel,https://play-lh.googleusercontent.com/a/AATXAJz9TDB-OD3cJIef_FC6OUJPbnkLOOy89Poyz8lY=mo,"Does exactly what it says, pretty much gives you cash back in the form of gift cards for shopping the same way your shopping now, don't expect a lot of cash back but free money is free money!",5,0,1.26.0,2018-10-03,nan,NaT
gp:AOqpTOFiFngVBO74X2hDwnOURhdKaIQhtI1HbYb7iiqmLkO7UsZndYHSkYisYoZvyhTYSLIcYeXalHYjbl0IceI,Sapphira Cavarhiti,https://play-lh.googleusercontent.com/a/AATXAJwjizpXhFnKvy2tuGyb_Js7l-xdtbkjw7LXM6ED=mo,"Really like the app so far, but it crashes every single minute making it impossible to add offers. I hope this will get fixed soon so I can use the app.",2,0,1.27.0,2018-12-19,nan,NaT
gp:AOqpTOGCXisaVbX9upwWRrPLUePyLpC7Akd0qyaKuz3TETXmaB5kx7ZYWsjK6GdNBtLwZTN8Pzy7gRsn5wJmF9Y,Eric Moulton,https://play-lh.googleusercontent.com/a-/AOh14Gg-KlvoUCgc74CELzRnNx_Gm0TJWFWahGyL-N_uAA,"Extremely sluggish app. Advertised as ""earn points on things you're buying anyways"" but actually you have to preemptively go in the app and find a shop you want to buy from and then go to the link through the app...",1,3,1.62.0,2020-08-13,nan,NaT
gp:AOqpTOEDViOzQsyE4W5t3UzMeLrsNrneQCdGm4eJqRNN1Ir35vL_ur6nVLkJwlBoztBdTojgmIL-DH_TDFGixlc,Chehalah's World,https://play-lh.googleusercontent.com/a-/AOh14GhH7JMn9Nkz2-vEAjFvXgKXkxGozQsI_ZL9RiWOmQ,HORRIBLE.I had to Contact Customer Service TWICE to receive my points. Then I Earned a Reward that I CANNOT USE. THEY WON'T GIVE ME POINTS BACK. VERY 😡 TERRIBLE APP WOULDN'T SUGGEST OR RECOMMEND IT. I HAVE HAD NOTHING BUT INCONVENIENCES SINCE I INSTALLED THE APP. Update A month later AND I'm still unable to use my rewarded gift card No help from customer service either. TERRIBLE CUSTOMER SERVICE AND APP,1,7,1.73.0,2021-02-28,"Oh no, that sounds like something we should definitely look into for you! Could you please send us an email to support@joindrop.com? Please reference this review, that will help us make sure we have all the information to get started on investigating this. Hopefully, we can straighten everything out!",2021-01-27 10:04:07
gp:AOqpTOEElAhPH2HEYrQ9n7_Sjydotb4kasYdjnBq-V5Not2Iy4hTeyFvj3aiXWuGc3_YGVJbwJPmEaPteJj0yeY,Mark Rahl,https://play-lh.googleusercontent.com/a/AATXAJzPpzheB8tESD_Fpf_X6_-REejRh0NMl9SzGCFT=mo,"Had a great experience with drop, it's been wonderful throughout. The one time I had an issue, Luke the customer service agent got it sorted right away.",5,0,1.51.0,2020-02-19,"Hey Mark! So glad to hear that you had a great experience with our support team. We're always here if you need us :)
Hope you have a great day!",2020-02-26 14:52:36
gp:AOqpTOGskwkJZ9Lck6wpi68xUcZ1ZP4fletyCaaCK1XMdC25AfOTh33fuvC4XVrT1S4NnLdaZKNCN_DsoFY0Luk,Andrew Palmer,https://play-lh.googleusercontent.com/a-/AOh14GgssvWOL5V39rCYxe-8gY08ITvX6gA0o49dqniobA,"App doesn't work. Tried to set up, got to the screen that asked me to choose 5 offers, there were only 3 offers, and it wouldn't let me proceed beyond that point.",1,2,1.27.0,2018-10-23,nan,NaT
gp:AOqpTOEII8xcZEsx44WFqL1Gf8ATuYC2PY079u1uzKqaYGz5M8LrxZr7O7zrwH3Q2JFskYxYTthnocjjlyIDGVs,Domenica DiNigro,https://play-lh.googleusercontent.com/a/AATXAJxKF8xTUrvRDTWklzM_AWCpb_OzzfSZMkx39Z-p=mo,SO GLAD O found this app! Drop is everything they say it is. There have been a few issues with getting points added to my account that I am still trying to get answers on.,5,0,1.27.0,2018-10-18,Thanks for the review!,2018-10-22 15:26:05
gp:AOqpTOF8I-qhElyprbh_KCCZEax7WugC_66XY1C8WinRBzmsTAAGIavqHYEVbTA8jVuv0IdOoLLmuWFlCUU4UYo,Jawwni Pui,https://play-lh.googleusercontent.com/a-/AOh14Gi07bK2DNzekPqIoAcNJuSAWzfHd41LygvxRY_0ww0,just simply takes too long to get any cash back at all.,1,0,1.38.0,2019-08-03,nan,NaT
gp:AOqpTOE1SNVWSNz6NMSG_q9dzk_uhgWQ9saG5SuhLk4QVn5iM1Wkg3lJKrRIWXeFfpdlhcaQ347nTI8voaykLHc,Shawn Moultrie,https://play-lh.googleusercontent.com/a/AATXAJwHusXow3NB7B0DzWw8qUi0KZz_x9s0cv4aDMIs=mo,LOVE!!!! One of my favorite apps. ❤ Literally connect your cards and select frequent stores and you earn points. That's it. Shop through them vs. going straight to a site earn points. I've already redeemed a few hundred dollars worth of points using them. Highly recommend.,5,0,1.58.1,2020-05-15,"Hey Shawn, we're so so glad to hear you're loving that Drop app! Thanks so much for your great review. :)",2020-05-21 15:28:20
gp:AOqpTOHWdgTIZWO_aiWQWEjbTMQ8aO2tD-AD_llZt1trC5CCWt9L57LCpU7LvLDRrNcMlK--QqDabkRkw8hZavs,Pamela Orozco,https://play-lh.googleusercontent.com/a/AATXAJwePR2u83DJJ2F7LmPkFDG9mo4ZdvuYXzRMUqqL=mo,Excellent app. I love drop! I make money for gift cards effortlessly! All I do is get points for things I buy every day. It's that easy.,5,1,1.50.0,2020-02-01,"Thanks for your kind words Pamela! We’re really excited to help you level up your life, and enjoy those rewards!",2020-02-10 13:09:05
